Date,Open,High,Low,Close,Volume
2023-01-03,96.99470627011263,97.23775204923878,93.44624382860557,94.03927612304688,5921500
2023-01-04,95.48782459902465,96.8488824129123,94.48647719979475,96.54750061035156,6289500
2023-01-05,95.11838294121607,96.47944065014063,94.65173924609026,95.19615936279297,4557100
2023-01-06,97.2183111035535,101.94312161655968,95.83781286600349,101.3695297241211,7241700
2023-01-09,102.61392397207597,105.7346306748791,101.26259012492606,103.52777099609375,6212300
2023-01-10,103.18751850818268,105.18049692406272,102.91530841408895,105.03466796875,4638800
2023-01-11,103.71248298462935,107.12484739959415,103.56665405084719,106.99845886230469,5532600
2023-01-12,107.50400156023866,108.77755895986805,104.24718988339555,107.13456726074219,5330900
2023-01-13,104.53883608854437,107.13456290067774,104.45134317938303,106.91096496582031,5641600
2023-01-17,106.3665542602539,107.55261138650943,104.78189109409958,106.3665542602539,4848100
2023-01-18,107.67900240771564,109.26365819310904,106.53182605116548,106.64848327636719,5374100
2023-01-19,106.44431883811085,106.59014777735993,103.13889502285956,103.20695495605469,5325100
2023-01-20,103.82916353517913,106.72626517270288,103.52778171457385,106.59988403320312,5078500
2023-01-23,105.51103269976646,111.71356574488348,105.48186839294856,110.98442840576172,7669300
2023-01-24,110.3136131078871,110.89692146099779,109.3414300469799,109.84696197509766,3504700
2023-01-25,107.90259717328264,111.25663322474414,106.36655355530624,110.78025817871094,5957600
2023-01-26,111.21775279633252,112.53992246125797,109.14699795934038,112.36492919921875,5813000
2023-01-27,109.48725484303198,110.72192402007057,107.62065779973442,109.37059020996094,8705700
2023-01-30,107.61094188903421,107.88315195049722,104.96660286253424,105.19020080566406,7351700
2023-01-31,105.92905772584903,108.45673201702422,105.58879516270062,108.38867950439453,6577100
2023-02-01,108.99144403363606,116.78834895303547,108.7970103874621,115.69950866699219,9886400
2023-02-02,116.96333194631113,121.44509607733144,116.95361545687207,120.80345916748047,11206500
2023-02-03,119.5007300045737,120.22986723886038,116.28280671741535,116.64251708984375,6156900
2023-02-06,114.92173819761767,116.11752641234138,113.65790489464831,114.41620635986328,5331000
2023-02-07,114.12456550822299,117.91608081562987,113.50236896125207,117.16749572753906,4935300
2023-02-08,115.83561492559151,116.04949638894166,112.25798091117805,112.72462463378906,6460500
2023-02-09,115.06758940897569,116.23420613270254,111.87883010809863,112.85101318359375,5512200
2023-02-10,111.60662533735369,111.77189468792123,109.82752844453297,111.57745361328125,4374400
2023-02-13,111.96632074626795,113.47320744948928,111.36357199871388,113.28849029541016,4198200
2023-02-14,111.6746548621688,115.69949156377962,110.6830241286316,115.14534759521484,4870700
2023-02-15,113.7454163758383,116.25365041450276,112.76350942262445,116.1369857788086,4980000
2023-02-16,113.62874929998063,114.79537338036513,111.93715291316613,112.1801986694336,9117600
2023-02-17,113.53154261036508,114.13429880986763,110.2261185467791,112.22882080078125,9287100
2023-02-21,110.47886924975782,111.63576932752207,107.84425435950386,108.18451690673828,7583900
2023-02-22,108.28197634911544,109.50979035214759,106.68386286159631,107.5901107788086,5089200
2023-02-23,109.66571517534918,111.04944641293787,107.10288838168518,110.0262680053711,7136100
2023-02-24,108.17479144087572,109.23694912264875,107.56087696926494,108.46712493896484,5808400
2023-02-27,110.61094249458131,110.98123457065289,108.64252938371001,109.20771789550781,5362700
2023-02-28,113.17376314676815,115.05447090084984,111.91670908408302,113.18350982666016,13010900
2023-03-01,114.69391686861547,116.2725444400768,113.9533327645566,114.2651596069336,6756800
2023-03-02,112.50139441955282,116.04842792190414,111.02021861722974,115.42477416992188,6502200
2023-03-03,115.71709438778373,116.09713309248374,113.96306387798535,115.9217300415039,7232400
2023-03-06,116.78900639896679,118.39686656765745,115.2006395897604,115.51246643066406,5775700
2023-03-07,115.30781295976178,115.68785163110574,112.70600746070318,113.39787292480469,5225900
2023-03-08,113.64150717372554,116.05816337012749,113.64150717372554,115.61965942382812,4474900
2023-03-09,115.6586337456023,117.870654176504,113.86562388322784,114.05077362060547,5701400
2023-03-10,115.31758135554016,115.5904363734003,111.01047036845378,111.46846771240234,7009600
