Date,Close,High,Low,Open,Volume,SMA150,Signal,Position
2023-01-03,30.33084487915039,31.69852528050692,29.8656478500274,31.465926765945422,11467600,,0,0.0
2023-01-04,31.27984619140625,31.661307600478096,30.4238853902388,30.47040438175068,8497300,,0,0.0
2023-01-05,31.19610977172852,31.48453319023888,30.935600586733,30.935600586733,5208000,,0,0.0
2023-01-06,32.63822937011719,32.68474836904348,30.544842475885208,30.703007782069008,10662800,,0,0.0
2023-01-09,33.30221176147461,33.601473132381344,32.65692653188195,32.83461542349822,7866300,,0,0.0
2023-01-10,33.863319396972656,33.89137759771415,32.92812690171812,33.189983226273235,5432900,,0,0.0
2023-01-11,33.63888168334961,34.05971553339337,33.152581063934235,33.30221174933305,8963700,,0,0.0
2023-01-12,34.57406997680664,34.620828891165296,33.769803806922376,34.13452833338699,8037300,,0,0.0
2023-01-13,34.5927848815918,34.62083952532898,33.57342453856902,33.69499703974853,5585800,,0,0.0
2023-01-17,34.63954162597656,34.69565090991273,34.07842381427338,34.59278270020397,6791000,,0,0.0
2023-01-18,33.947486877441406,35.26610815356386,33.47989062963236,35.191294609002064,9224300,,0,0.0
2023-01-19,34.0877685546875,34.30286240926452,33.4144287890715,33.6669312011775,5490200,,0,0.0
2023-01-20,34.65824508666992,34.70500401133202,34.08777693035142,34.43379725382367,5762900,,0,0.0
2023-01-23,34.31222152709961,34.78917183870019,34.162590826249435,34.73305898807738,6098600,,0,0.0
2023-01-24,34.30287170410156,34.583428826636926,34.05971958175418,34.12518635890722,3900300,,0,0.0
2023-01-25,34.480552673339844,34.50861087926665,33.91008457501269,34.05971525920695,6402600,,0,0.0
2023-01-26,33.386375427246094,33.99424845661838,32.56340496762155,33.66693248445458,16712000,,0,0.0
2023-01-27,33.891380310058594,34.04101097857529,33.152577323486426,33.180631958996884,8196500,,0,0.0
2023-01-30,33.17129135131836,34.499263478732054,33.14323314008565,33.6669424175393,6983000,,0,0.0
2023-01-31,33.451839447021484,33.732396511152025,33.18998666282986,33.28350449504784,5602200,,0,0.0
2023-02-01,33.3209228515625,33.78851928508297,32.87203070348017,33.19934677995343,9279100,,0,0.0
2023-02-02,34.43379592895508,34.8920419349577,33.22739645471288,33.38638107341968,9675900,,0,0.0
2023-02-03,33.9942512512207,34.39638437435285,33.93814197565229,34.03165981325086,4831100,,0,0.0
2023-02-06,33.685646057128906,33.9942578349551,33.517311062868245,33.66694177249133,4388700,,0,0.0
2023-02-07,33.84461975097656,34.04101291314052,33.26480132345761,33.573416601517586,5404900,,0,0.0
2023-02-08,33.012298583984375,33.75110160575978,33.00294822752753,33.60147093011333,5489000,,0,0.0
2023-02-09,32.59146499633789,33.51730736255854,32.57276428124239,33.18999133623045,5911400,,0,0.0
2023-02-10,32.32960891723633,32.48859351934328,31.918125444537534,32.26414571856781,4808700,,0,0.0
2023-02-13,32.797203063964844,32.91877909665973,32.2454393063207,32.329606780113075,3686000,,0,0.0
2023-02-14,33.20868682861328,33.348967142107576,32.5166463196487,32.80655730271452,5334900,,0,0.0
2023-02-15,33.405086517333984,33.52665900750865,32.77850551326074,32.87202692971501,5124600,,0,0.0
2023-02-16,33.11517333984375,33.18999046817747,32.61952235080246,33.10582298254055,5566900,,0,0.0
2023-02-17,33.06840896606445,33.18063107258486,32.72238872326529,33.04035433130346,4250800,,0,0.0
2023-02-21,31.57210350036621,32.703689361375254,31.422472813349387,32.57276295617015,6613300,,0,0.0
2023-02-22,31.42247200012207,31.796550491721312,31.188673834741767,31.497289125432676,5611200,,0,0.0
2023-02-23,31.45987701416016,31.72172978825697,31.216728519281183,31.590803401208564,6215100,,0,0.0
2023-02-24,31.39441299438477,31.43182155183592,30.889408171223412,31.001633843576865,5343000,,0,0.0
2023-02-27,31.366357803344727,31.90876760685415,31.31959889109886,31.796545503968808,4815300,,0,0.0
2023-02-28,31.403778076171875,31.768502722227005,31.17933021918844,31.403778076171875,5244400,,0,0.0
2023-03-01,31.469240188598636,31.64692554218801,31.27284698281533,31.375718765016696,3639500,,0,0.0
2023-03-02,31.72173309326172,31.731087017583445,31.169972852493107,31.23543605283775,3936700,,0,0.0
2023-03-03,31.964879989624023,32.22673274847583,31.703027230772214,31.983584267752907,3871900,,0,0.0
